"","destination_id","Destination_name","destination_type_id","destination_latitude","destination_longitude","Continent","Culture_Archaeology","Culture_Architecture","Culture_Art","Culture_Castle","Culture_Cathedral","Culture_Chinatown","Culture_Churches","Culture_Culture","Culture_Festivals","Culture_Friendly_People","Culture_Historical","Culture_Luxury","Culture_Marina","Culture_Markets","Culture_Monuments","Culture_Museums","Culture_Relaxing","Culture_Romantic","Culture_Ruins","Culture_Secluded","Culture_Smalltown","Culture_Spas","Culture_Temples","Culture_Trendy","Culture_Unescosite","Culture_Urban"
"11",13980,"Appleton - Lake Winnebago (and vicinity), Wisconsin, United States of America",464,44.26222,-88.46827,"North America",0.059030696,0.059030696,0.091242053,0.059030696,0.059030696,0.059030696,0.059030696,0.06294302,0.065389442,0.059174853,0.090706826,0.066942898,0.059030696,0.064277446,0.059030696,0.086614231,0.094020151,0.064385174,0.059030696,0.059030696,0.06699914,0.072593144,0.075939479,0.059030696,0.059030696,0.062891004
"12",14011,"Watertown, South Dakota, United States of America",557,44.93607,-97.09045,"North America",0.061703365,0.06573015,0.082180863,0.061703365,0.061703365,0.061703365,0.061703365,0.06573015,0.068435947,0.061703365,0.105196888,0.061922019,0.061703365,0.066557941,0.098464306,0.10215156,0.080328808,0.061703365,0.061703365,0.061703365,0.068435947,0.065457504,0.066557941,0.061703365,0.061703365,0.062503045
"13",14166,"Abu Dhabi, United Arab Emirates",557,24.45503,54.50751,"Asia",0.056954803,0.064431296,0.090352483,0.056954803,0.056954803,0.056954803,0.056954803,0.072392122,0.06355812,0.056996255,0.0788446,0.08527268,0.069832973,0.063103236,0.062093182,0.091766785,0.084258681,0.057591194,0.056954803,0.057653063,0.066395176,0.074856586,0.062093182,0.056954803,0.056954803,0.069814577
"14",14569,"Avignon, France",774,43.94932,4.816989,"Europe",0.062187787,0.063967851,0.062187787,0.062746196,0.062187787,0.062187787,0.080551458,0.066131812,0.086241802,0.062296821,0.121375067,0.067195399,0.062187787,0.066126384,0.062187787,0.062679359,0.0706304,0.067176278,0.062187787,0.062187787,0.066775258,0.067407593,0.062187787,0.062187787,0.062187787,0.072350388
"15",14755,"Anguilla (all), Anguilla",464,18.180819,-63.134483,"South America",0.05844795,0.058622521,0.062685306,0.05844795,0.05844795,0.05844795,0.05844795,0.0715811,0.05844795,0.05844795,0.091715301,0.073701243,0.05844795,0.058456651,0.05844795,0.067026296,0.090457997,0.06491064,0.07993108,0.062311892,0.062679851,0.077714368,0.062679851,0.05844795,0.05844795,0.059712226
"16",15034,"Antalya, Turkey",557,36.89298,30.77626,"Europe",0.071673252,0.062491371,0.061707808,0.062847392,0.057397778,0.057397778,0.066406481,0.062811259,0.066934603,0.057397778,0.142313099,0.06304356,0.086585731,0.06439289,0.0655722,0.090597348,0.077344591,0.058930616,0.08613157,0.078287997,0.069659411,0.077978224,0.06231927,0.058321596,0.057397778,0.067785269
"17",15499,"Baotou, China",557,41.60901,110.2638,"Asia",0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.067805454,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.079467261,0.065861819,0.065861819,0.065861819,0.081410896
"18",15902,"Bacolod, Philippines",557,10.6775,122.952,"Asia",0.060725836,0.074146578,0.088543249,0.060725836,0.060725836,0.060725836,0.083543371,0.09326377,0.09326377,0.066136157,0.09326377,0.060725836,0.060725836,0.070446234,0.075246822,0.088543249,0.074022262,0.060725836,0.066136157,0.060725836,0.069836501,0.084108727,0.069836501,0.060725836,0.060725836,0.070812301
"19",16801,"Bethel, Alaska, United States of America",557,60.79359,-161.8039,"North America",0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.083817218,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205
"20",16987,"Bradford, Pennsylvania, United States of America",557,41.91562,-78.76539,"North America",0.063526095,0.092817455,0.073289882,0.063526095,0.063526095,0.063526095,0.063526095,0.068209051,0.063526095,0.063526095,0.09750041,0.065623034,0.063526095,0.063526095,0.077972837,0.083563702,0.063580402,0.064375497,0.083053668,0.063526095,0.063526095,0.074086207,0.063526095,0.063526095,0.063526095,0.065224898
"21",18568,"Bujumbura, Burundi",557,-3.390973,29.3582,"Africa",0.062011075,0.066725951,0.068297576,0.062011075,0.062011075,0.062011075,0.062011075,0.086122544,0.062011075,0.069306926,0.089265794,0.069306926,0.062011075,0.068297576,0.069306926,0.067688351,0.075593427,0.062011075,0.062011075,0.062011075,0.089265794,0.063602672,0.062011075,0.068297576,0.062011075,0.07068497
"22",18847,"Bangkok, Thailand",557,13.7704,100.6211,"Asia",0.051154703,0.063517121,0.113096688,0.051154703,0.051154703,0.056023586,0.062039926,0.071208788,0.061634621,0.05162172,0.118030923,0.091362236,0.051194707,0.109078574,0.109327386,0.107765652,0.083525064,0.062866667,0.051154703,0.051680859,0.056257487,0.107711305,0.115226777,0.052748172,0.051154703,0.080941724
"23",21296,"Barquisimeto, Venezuela",557,10.03041,-69.31138,"South America",0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964
"24",21327,"Bern, Switzerland",557,46.9477,7.40662,"Europe",0.062305518,0.062305518,0.081770887,0.062305518,0.062305518,0.062305518,0.063197817,0.081770887,0.081770887,0.062305518,0.110337659,0.068884223,0.062305518,0.065533837,0.062305518,0.082842104,0.063233332,0.062305518,0.062305518,0.062305518,0.062305518,0.071706557,0.062305518,0.062305518,0.062305518,0.074387373
"25",22319,"Buenos Aires, Argentina",557,-34.61037,-58.44113,"South America",0.055465757,0.071782446,0.13180891,0.055465757,0.062967279,0.055465757,0.082935969,0.142695886,0.055465757,0.055670486,0.137994704,0.068637409,0.055465757,0.071860133,0.076757862,0.109914555,0.068043967,0.057671633,0.055465757,0.061211342,0.055486235,0.078143732,0.055465757,0.082307486,0.055465757,0.083896832
"26",23373,"Dibba, Oman",557,25.65178,56.21976,"Asia",0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.067395822,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809
"27",23590,"Bozeman (and vicinity), Montana, United States of America",464,45.69789,-111.04859,"North America",0.062189167,0.062798052,0.066499537,0.062189167,0.062189167,0.062189167,0.062189167,0.065546618,0.065546618,0.062665108,0.071833445,0.078243934,0.062189167,0.06358369,0.062189167,0.06696314,0.07588195,0.062195201,0.062189167,0.062603135,0.0624513,0.087993601,0.062189167,0.062189167,0.062189167,0.067400757
"28",23683,"Brazzaville, Republic of the Congo",557,-4.237149,15.29222,"Africa",0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.069908002,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093
"29",23776,"Cascavel (Parana), Brazil",557,-24.95574,-53.43666,"South America",0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.110756226,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.068463958,0.065889955,0.065889955,0.065889955,0.068463958
"30",24954,"Crescent City, California, United States of America",557,41.77528,-124.0064,"North America",0.060957266,0.060957266,0.065391414,0.060957266,0.060957266,0.060957266,0.065391414,0.065235464,0.079447331,0.061289905,0.060957266,0.077529103,0.065168664,0.065585223,0.060957266,0.060957266,0.07319558,0.065235464,0.060957266,0.060957266,0.065450437,0.072669767,0.060957266,0.060957266,0.060957266,0.067067134
"31",25574,"Cologne, Germany",557,50.94614,6.973173,"Europe",0.061380132,0.061494803,0.063517494,0.061380132,0.146879532,0.061380132,0.063219639,0.061380132,0.061380132,0.061384276,0.077290946,0.06907727,0.061563517,0.107816856,0.061380132,0.075208829,0.064015802,0.062516094,0.061380132,0.061380132,0.061380132,0.079115742,0.061380132,0.061381499,0.061380132,0.081666567
"32",26194,"Chipata, Zambia",557,-13.63118,32.63906,"Africa",0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688
"33",26814,"College Station (and vicinity), Texas, United States of America",464,30.62921,-96.31858,"North America",0.059151672,0.064626399,0.082208055,0.059151672,0.059151672,0.059151672,0.059151672,0.064562318,0.064018168,0.059378221,0.103940629,0.076084799,0.059151672,0.059625275,0.059151672,0.100524784,0.068550648,0.059679508,0.059151672,0.059151672,0.065785392,0.064202235,0.059151672,0.059155018,0.059151672,0.063270628
"34",26969,"Charlotte, North Carolina, United States of America",557,35.22723,-80.8362,"North America",0.052584262,0.052584262,0.114396375,0.052584262,0.057959051,0.052584262,0.077539005,0.082912749,0.082307894,0.054696577,0.109878633,0.063283825,0.052584262,0.052931999,0.057959051,0.120103111,0.074213513,0.056297705,0.052612011,0.053108317,0.052588936,0.064486254,0.052584262,0.053848454,0.052584262,0.110445021
"35",27217,"Columbus, Ohio, United States of America",557,39.98415,-82.98585,"North America",0.057070333,0.057483986,0.09160243,0.057070333,0.057070333,0.057070333,0.058583615,0.057070333,0.05748327,0.057731444,0.066445217,0.068790624,0.057070333,0.080765345,0.057070333,0.060785189,0.072143602,0.058979654,0.057070333,0.057120467,0.069136588,0.078543921,0.057092478,0.057193753,0.057070333,0.064422788
"36",27310,"Club Makokola, Mangochi, Malawi",557,-14.30099,35.11935,"Africa",0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.068205449,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.068205449,0.066727253,0.066727253,0.066727253,0.066727253
"37",27341,"Clermont, Queensland, Australia",557,-22.7198,147.4383,"Australia",0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129
"38",27837,"Coeur d'Alene, Idaho, United States of America",557,47.64194,-116.7035,"North America",0.058928887,0.058928887,0.059817568,0.058928887,0.058928887,0.058928887,0.058928887,0.058928887,0.058928887,0.061348242,0.064061452,0.095829623,0.058928887,0.058928887,0.058928887,0.058928887,0.090070913,0.05961457,0.058928887,0.058928887,0.058928887,0.129303128,0.058928887,0.058928887,0.058928887,0.06215511
"39",28240,"Copiapo, Chile",557,-27.3642,-70.33157,"South America",0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.115930202,0.066563052,0.066563052,0.066563052,0.066563052,0.069539243,0.066563052,0.066563052,0.066563052,0.069539243
"40",28953,"Chengdu, China",557,30.69975,103.8605,"Asia",0.064173314,0.064173314,0.101515731,0.059798921,0.059798921,0.059798921,0.069251827,0.086213628,0.067112687,0.059798921,0.101944878,0.062578761,0.060228069,0.059798921,0.097141338,0.092062825,0.075101024,0.060013495,0.059798921,0.059798921,0.060798442,0.068227706,0.101515731,0.059798921,0.059798921,0.068489163
"41",28984,"Cucuta, Colombia",557,7.907297,-72.50908,"South America",0.064992795,0.072898216,0.069893415,0.064992795,0.064992795,0.064992795,0.069893415,0.064992795,0.064992795,0.064992795,0.077798836,0.072898216,0.064992795,0.071804534,0.072898216,0.064992795,0.064992795,0.065829196,0.064992795,0.064992795,0.064992795,0.075150135,0.064992795,0.069893415,0.064992795,0.08645965
"42",29046,"Culiacan (and vicinity), Sinaloa, Mexico",464,24.813196,-107.401922,"South America",0.062611813,0.062611813,0.093897822,0.062611813,0.062611813,0.062611813,0.063884148,0.077537695,0.062611813,0.068149659,0.082949947,0.062611813,0.062611813,0.062611813,0.068149659,0.077237956,0.074281769,0.063300613,0.062611813,0.062611813,0.072561328,0.074472569,0.062611813,0.062611813,0.062611813,0.082245773
"43",29108,"Cancun, Quintana Roo, Mexico",557,21.12304,-86.88591,"South America",0.04627188,0.047233437,0.052028387,0.046328077,0.046237543,0.046237543,0.046237543,0.074889385,0.046253151,0.050408575,0.085960567,0.07521329,0.049367067,0.053906143,0.046382948,0.050708548,0.13077504,0.054582105,0.066608158,0.047883019,0.055543512,0.088138982,0.050660734,0.047054194,0.046237543,0.056132701
"44",30286,"Dhaka, Bangladesh",557,23.78061,90.40796,"Asia",0.061376673,0.109004039,0.061376673,0.061376673,0.061376673,0.061376673,0.066705828,0.10682353,0.061376673,0.061376673,0.107770989,0.068680529,0.061376673,0.068225156,0.103674884,0.075557364,0.068225156,0.068225156,0.068225156,0.068225156,0.068225156,0.069573394,0.073554311,0.061376673,0.061376673,0.065475033
"45",30782,"Dodge City, Kansas, United States of America",557,37.74656,-100.0187,"North America",0.060493106,0.077562646,0.130047269,0.060493106,0.060493106,0.060493106,0.090190904,0.069725038,0.060493106,0.060493106,0.130344812,0.061405964,0.060493106,0.077562646,0.096794304,0.11761821,0.075021686,0.060493106,0.060493106,0.060493106,0.069027876,0.067927658,0.060493106,0.060493106,0.060493106,0.063433634
"46",31216,"Durango, Durango, Mexico",557,24.03852,-104.6613,"South America",0.084433391,0.089696403,0.092849493,0.066444027,0.079556536,0.062073191,0.084433391,0.099569449,0.067336202,0.062073191,0.107569995,0.062073191,0.062073191,0.062073191,0.062073191,0.105544801,0.062073191,0.067336202,0.066950047,0.066444027,0.062073191,0.065435948,0.062073191,0.062073191,0.062073191,0.082369289
"47",31402,"Dijon, France",557,47.3233,5.039531,"Europe",0.062359682,0.062359682,0.085761504,0.062359682,0.085761504,0.062359682,0.086321496,0.062359682,0.062359682,0.062359682,0.107068776,0.064813487,0.062359682,0.062361959,0.085761504,0.086500584,0.063182169,0.063737662,0.062359682,0.062359682,0.062894799,0.065115642,0.062359682,0.062359682,0.062359682,0.094029383
"48",31960,"Geilo, Hol, Norway",557,60.53467,8.206244,"Europe",0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.078230207,0.066428107,0.066428107,0.066428107,0.067427707
"49",32053,"Da Lat, Vietnam",557,11.92321,108.4671,"Asia",0.059927463,0.082273251,0.090109903,0.059927463,0.059927463,0.059927463,0.065415179,0.059927463,0.070371081,0.059927463,0.071807843,0.06122853,0.059927463,0.097664786,0.070371081,0.059927463,0.09388633,0.085319781,0.059927463,0.059927463,0.08683423,0.076279274,0.076390612,0.059927463,0.059927463,0.065131731
"50",32456,"Denizli, Turkey",557,37.87642,29.14919,"Europe",0.080770125,0.062170976,0.072965931,0.074466612,0.062170976,0.062170976,0.070859313,0.067935963,0.062170976,0.062170976,0.115723895,0.067279111,0.062170976,0.062691403,0.062170976,0.084358132,0.06825949,0.062170976,0.097912756,0.062170976,0.10143381,0.084579055,0.081449146,0.062170976,0.067512977,0.070513549
"51",33386,"Durban, South Africa",557,-29.84922,30.99178,"Africa",0.059101673,0.059101673,0.098363525,0.059101673,0.059101673,0.059101673,0.059101673,0.077968769,0.063764015,0.059101673,0.073701265,0.06490211,0.059101673,0.069999691,0.065614419,0.067659314,0.096459954,0.059540191,0.059101673,0.059101673,0.064169575,0.063114166,0.059101673,0.059101673,0.059101673,0.061465079
"52",33944,"Kampala, Uganda",557,0.30793,32.57166,"Africa",0.060487022,0.060487022,0.063182819,0.060487022,0.069076647,0.060487022,0.069076647,0.10740222,0.060487022,0.060487022,0.081063712,0.062200137,0.060487022,0.068986391,0.069076647,0.067132863,0.077230819,0.063182819,0.060487022,0.067132863,0.060585255,0.066478081,0.090945329,0.060487022,0.060487022,0.064712136
"53",34223,"Edinburgh, Scotland, United Kingdom",557,55.94121,-3.224316,"Europe",0.049545082,0.080702675,0.11796012,0.181104581,0.051662992,0.049545082,0.101665765,0.049545082,0.129049432,0.049989715,0.25666884,0.06435067,0.049545082,0.059370157,0.092229958,0.065699528,0.077997584,0.075240618,0.049545082,0.069634521,0.070419364,0.085681724,0.049545082,0.051061503,0.049545082,0.069177641
"54",35122,"El Paso (and vicinity), Texas, United States of America",464,31.78105,-106.404565,"North America",0.059237483,0.070595382,0.087390919,0.059237483,0.065554471,0.059237483,0.077823122,0.081445238,0.063780389,0.060254073,0.123854919,0.064256397,0.059237483,0.063977225,0.068551789,0.101928284,0.079490967,0.061948928,0.06831196,0.059237483,0.059777146,0.069318731,0.059237483,0.059237483,0.059237483,0.09664311
"55",36331,"El Salvador, Chile",557,-26.14895,-69.62051,"South America",0.066026173,0.071680607,0.080774033,0.057188432,0.066026173,0.057188432,0.078927137,0.085804236,0.068611046,0.057188432,0.081860661,0.057188432,0.057188432,0.078381842,0.090349751,0.095984289,0.074322353,0.057188432,0.068611046,0.064803508,0.071312061,0.057188432,0.057188432,0.057188432,0.057188432,0.07818916
"56",36703,"New Bedford, Massachusetts, United States of America",557,41.66583,-70.93975,"North America",0.062924307,0.063029458,0.073635093,0.062924307,0.062924307,0.062924307,0.063484162,0.062924307,0.066133793,0.062924307,0.084652254,0.072647793,0.077090087,0.073635093,0.062924307,0.104788579,0.075125592,0.064318035,0.062924307,0.062924307,0.067354782,0.062924307,0.062924307,0.062924307,0.062924307,0.062924307
"57",37044,"Fajardo, Puerto Rico",557,18.32608,-65.65771,"South America",0.047177831,0.051576571,0.060172292,0.047205873,0.047177831,0.047177831,0.047177831,0.053367159,0.047177831,0.047183374,0.071656298,0.059146999,0.094934145,0.049148157,0.060080173,0.047177831,0.109420375,0.055318311,0.047177831,0.057560219,0.065352988,0.059856161,0.047177831,0.050585744,0.047177831,0.047177831
"58",37168,"Fresno, California, United States of America",557,36.70835,-119.8372,"North America",0.057807305,0.057807305,0.107606282,0.057807305,0.057807305,0.057807305,0.058794562,0.06730415,0.062018257,0.060505187,0.069079031,0.066945926,0.057807305,0.071048136,0.057807305,0.106463594,0.066820095,0.058115453,0.057807305,0.058745558,0.058038709,0.074186461,0.057807305,0.057807305,0.057807305,0.067099114
"59",37881,"Flagstaff, Arizona, United States of America",557,35.32666,-111.5108,"North America",0.092320395,0.054016062,0.077737956,0.054018418,0.054016062,0.054016062,0.062547151,0.054589488,0.054016062,0.05676589,0.132164264,0.083286788,0.054016062,0.054318173,0.076928238,0.109241636,0.068762069,0.055810714,0.079622586,0.05487173,0.059991482,0.070284029,0.054016062,0.062673423,0.054016062,0.058061443
"60",38718,"Freeport, Grand Bahama Island, Bahamas",557,26.54691,-78.62624,"South America",0.051296612,0.051296628,0.051296856,0.055311685,0.051296612,0.051296612,0.051296612,0.051296626,0.056137069,0.05229821,0.072664541,0.056175798,0.069160507,0.118664101,0.051296612,0.051296612,0.124197892,0.055059194,0.051296612,0.053899196,0.053320879,0.06365324,0.051296612,0.051296612,0.051296612,0.052094346
"61",39896,"Great Bend (and vicinity), Kansas, United States of America",464,38.36187,-98.783956,"North America",0.062099464,0.070830739,0.098301875,0.070830739,0.062099464,0.062099464,0.062099464,0.066287201,0.062099464,0.062099464,0.098301875,0.062099464,0.062099464,0.070830739,0.062099464,0.0895706,0.067356215,0.062099464,0.062099464,0.062099464,0.079562013,0.065766702,0.062099464,0.070830739,0.062099464,0.074246039
"62",41384,"Grand Junction (and vicinity), Colorado, United States of America",464,39.112646,-108.54066,"North America",0.056157853,0.05713596,0.05738435,0.056157853,0.056157853,0.056157853,0.056157853,0.056157853,0.060664856,0.060221789,0.059236439,0.083002787,0.056157853,0.060184109,0.079241156,0.058421464,0.094154873,0.056501771,0.056157853,0.056157853,0.063523551,0.082598585,0.056157853,0.056157853,0.056157853,0.063491326
"63",42810,"George, South Africa",557,-33.98348,22.4279,"Africa",0.065349279,0.065349279,0.065349279,0.065349279,0.065349279,0.065349279,0.071700389,0.065349279,0.065349279,0.065349279,0.071700389,0.066252622,0.065349279,0.065349279,0.065349279,0.071700389,0.065349279,0.065349279,0.065349279,0.065349279,0.065349279,0.066252622,0.065349279,0.065349279,0.065349279,0.066252622
"64",43399,"Gunnison, Colorado, United States of America",557,38.48177,-107.0868,"North America",0.063904389,0.063904389,0.063904389,0.063904389,0.063904389,0.063904389,0.063904389,0.063904389,0.063904389,0.063904389,0.064920649,0.072489688,0.063904389,0.063904389,0.063904389,0.063904389,0.080637182,0.064920649,0.063904389,0.063904389,0.081788856,0.074066991,0.063904389,0.063904389,0.063904389,0.06593691
"65",46065,"Hluhluwe, South Africa",557,-27.91931,32.21917,"Africa",0.066161025,0.066161025,0.066161025,0.066161025,0.066161025,0.066161025,0.066161025,0.066161025,0.066161025,0.066161025,0.067007909,0.067007909,0.066161025,0.066161025,0.066161025,0.066161025,0.07510413,0.066161025,0.066161025,0.066161025,0.066161025,0.068701675,0.066161025,0.066161025,0.066161025,0.066161025
"66",46902,"Princeville, Hawaii, United States of America",557,22.20893,-159.4733,"North America",0.057890646,0.057890646,0.057890646,0.061456691,0.057890646,0.057890646,0.066499143,0.066499143,0.07510764,0.057890646,0.0787294,0.085911527,0.057890646,0.071250665,0.057890646,0.066499143,0.092049288,0.076788825,0.057890646,0.063742744,0.062019496,0.075340498,0.066499143,0.057890646,0.057890646,0.058896378
"67",47088,"Harlingen, Texas, United States of America",557,26.18563,-97.72042,"North America",0.059626892,0.087233394,0.101469316,0.059626892,0.059626892,0.059626892,0.070191417,0.065765285,0.088781836,0.060124399,0.074611373,0.066394826,0.059626892,0.065765285,0.087233394,0.101469316,0.078072429,0.059626892,0.059626892,0.06329829,0.059626892,0.062621128,0.059626892,0.059626892,0.059626892,0.063369687
"68",47863,"Honningsvag, Nordkapp, Norway",557,70.98721,25.98217,"Europe",0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.069560745,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.070962483
"69",47925,"Havre, Montana, United States of America",557,48.37663,-109.6558,"North America",0.060831661,0.060831661,0.082067863,0.060831661,0.060831661,0.060831661,0.060831661,0.090229167,0.068992965,0.060831661,0.102473303,0.062007286,0.060831661,0.060831661,0.060831661,0.098558939,0.062619451,0.060831661,0.060831661,0.077154269,0.060831661,0.067423367,0.060831661,0.060831661,0.060831661,0.086221288
