date_time,site_name,user_location_country,user_location_region,user_location_city,user_location_latitude,user_location_longitude,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,hotel_country,is_booking,hotel_id,prop_is_branded,prop_starrating,distance_band,hist_price_band,popularity_band,cnt
2015-11-06 07:08:00,EXPEDIA.COM,UNITED STATES OF AMERICA,MI,TRAVERSE CITY,44.7467,-85.55632,1.2694,1176225890,0,0,541,2015-11-06 00:00:00,2015-11-08 00:00:00,2,0,1,187012211,UNITED STATES OF AMERICA,0,24501934,1,3,F,H,M,1
2015-02-12 08:47:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,NEW YORK,40.75512,-73.983009,1560.4513,-1484530348,1,1,510,2015-02-20 00:00:00,2015-02-25 00:00:00,2,0,1,18659209,DOMINICAN REPUBLIC,0,54541213,1,5,M,H,VH,1
2015-02-18 16:17:00,EXPEDIA.COM,UNITED STATES OF AMERICA,FL,APOPKA,28.673476,-81.476134,194.9329,1645670054,1,0,510,2015-02-18 00:00:00,2015-02-19 00:00:00,2,0,1,18654373,UNITED STATES OF AMERICA,1,26591272,1,4,F,VH,VH,1
2015-06-05 06:48:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NC,GREENSBORO,36.05445,-79.88502,432.9515,7113652,0,0,293,2015-06-26 00:00:00,2015-06-27 00:00:00,2,0,1,187483907,UNITED STATES OF AMERICA,0,109646,0,3,VC,M,VH,1
2015-07-13 15:59:00,EXPEDIA.COM,UNITED STATES OF AMERICA,PA,WYNNEWOOD,39.64016275,-88.250802,925.17085,281365868,0,0,231,2015-07-24 00:00:00,2015-07-26 00:00:00,4,0,2,187840686,UNITED STATES OF AMERICA,0,48931825,1,3,M,M,M,1
2015-04-20 14:32:00,EXPEDIA.COM,UNITED STATES OF AMERICA,FL,ORLANDO,28.453002,-81.456739,91.2009,1922768505,0,0,262,2015-04-25 00:00:00,2015-04-26 00:00:00,1,0,1,187955882,UNITED STATES OF AMERICA,0,26515260,1,2,M,L,M,1
2015-05-20 23:57:00,EXPEDIA.COM,UNITED STATES OF AMERICA,HI,HONOLULU,21.279551,-157.827567,5557.0009,179321401,0,0,541,2015-06-12 00:00:00,2015-06-17 00:00:00,2,0,1,5526276,HONG KONG,0,163553054,1,3,F,M,VH,1
2015-07-24 18:35:00,EXPEDIA.COM,UNITED STATES OF AMERICA,FL,FT LAUDERDALE,26.176243,-80.227383,1070.113,-607026660,0,1,386,2015-11-06 00:00:00,2015-11-09 00:00:00,2,0,1,5527206,UNITED STATES OF AMERICA,0,40692676,1,4,M,M,H,1
2015-08-21 19:25:00,EXPEDIA.COM,UNITED STATES OF AMERICA,FL,TAMPA,27.968524,-82.456247,450.0173,543482471,1,0,541,2015-08-21 00:00:00,2015-08-22 00:00:00,2,0,1,18652358,UNITED STATES OF AMERICA,0,1339850,1,3,C,H,H,1
2015-07-06 19:47:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NE,OMAHA,41.25553,-96.05259,5.2071,-1666346033,1,0,231,2015-07-31 00:00:00,2015-08-02 00:00:00,2,3,1,187807392,UNITED STATES OF AMERICA,0,562246,0,3,VC,VL,H,1
2015-03-19 18:54:00,EXPEDIA.COM,UNITED STATES OF AMERICA,HI,HONOLULU,21.279551,-157.827567,2597.966,1855419692,0,1,510,2015-05-19 00:00:00,2015-05-24 00:00:00,2,0,1,5527392,UNITED STATES OF AMERICA,0,4368302,1,4,M,M,H,1
2015-01-24 06:52:00,EXPEDIA.COM,UNITED STATES OF AMERICA,MA,LYNNFIELD,39.64016275,-88.250802,925.17085,2107008500,0,0,324,2015-02-17 00:00:00,2015-02-24 00:00:00,2,0,2,18653226,ARUBA,0,492279,0,3,M,L,VH,3
2015-09-05 19:08:00,EXPEDIA.COM,UNITED STATES OF AMERICA,MN,MAPLE GROVE,45.09262,-93.445685,1314.9801,588126833,1,0,541,2016-03-12 00:00:00,2016-03-19 00:00:00,2,0,1,232127,UNITED STATES OF AMERICA,0,27591704,0,3,VF,L,M,4
2015-05-22 04:48:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,STATEN ISLAND,40.612856,-74.177864,1553.3909,678167000,1,1,541,2015-11-09 00:00:00,2015-11-14 00:00:00,2,0,1,18659209,DOMINICAN REPUBLIC,0,292137427,0,4,M,M,M,1
2015-09-25 20:01:00,EXPEDIA.COM,UNITED STATES OF AMERICA,TX,ALLEN,33.107053,-96.676447,1473.7888,1215923583,0,0,541,2015-09-26 00:00:00,2015-09-27 00:00:00,3,1,1,206366,UNITED STATES OF AMERICA,0,546529,1,3,F,H,M,2
2015-05-21 19:33:00,EXPEDIA.COM,UNITED STATES OF AMERICA,AL,TUSCALOOSA,33.172644,-87.524657,229.9149,-2028311698,1,0,231,2015-05-24 00:00:00,2015-05-25 00:00:00,2,0,1,186723353,UNITED STATES OF AMERICA,0,55874585,0,4,M,M,VH,2
2015-07-03 13:48:00,EXPEDIA.DE,GERMANY,HE,LAMPERTHEIM,49.60142,8.46189,688.0199,-1843222848,0,0,541,2015-08-12 00:00:00,2015-08-15 00:00:00,2,0,1,5581983,ITALY,0,90920364,1,4,M,M,M,1
2015-12-29 13:03:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,BROOKLYN,40.678072,-73.962318,835.2295,2008754150,0,1,262,2016-04-06 00:00:00,2016-04-09 00:00:00,2,2,1,18693030,UNITED STATES OF AMERICA,0,477120,1,4,VC,H,VH,1
2015-11-12 13:40:00,EXPEDIA.COM,UNITED STATES OF AMERICA,OH,CINCINNATI,39.255128,-84.43831,14.3822,-1954918541,0,0,293,2015-11-12 00:00:00,2015-11-13 00:00:00,2,0,1,190311634,UNITED STATES OF AMERICA,0,28049698,0,3,M,L,H,1
2015-04-10 19:42:00,EXPEDIA.CA,CANADA,ON,SCARBOROUGH,39.64016275,-88.250802,925.17085,90964104,0,0,231,2015-05-26 00:00:00,2015-05-27 00:00:00,2,0,1,190812625,ICELAND,0,238331099,1,4,M,H,VH,1
2015-12-10 19:06:00,EXPEDIA.COM,UNITED STATES OF AMERICA,WA,BOTHELL,47.78465,-122.21191,5316.597,1707897352,0,0,541,2015-12-19 00:00:00,2015-12-20 00:00:00,2,0,1,187094609,POLAND,0,190133818,0,4,M,M,VH,1
2015-07-13 08:49:00,EXPEDIA.COM,AUSTRALIA,ACT,CANBERRA,-35.28192,149.129124,7654.458,-1624545198,0,0,541,2015-07-24 00:00:00,2015-07-26 00:00:00,2,0,1,5526803,UNITED STATES OF AMERICA,0,352779,1,4,M,H,VH,1
2015-06-27 11:53:00,EXPEDIA.COM,UNITED STATES OF AMERICA,CA,FAIRFIELD,38.24929,-122.067719,1020.3872,217061390,0,0,324,2015-07-17 00:00:00,2015-07-18 00:00:00,3,0,1,1714299,CANADA,0,41185111,1,3,VC,VH,VH,2
2015-08-26 10:56:00,EXPEDIA.COM,UNITED STATES OF AMERICA,WA,BOTHELL,47.78465,-122.21191,409.5951,-1146628598,0,0,541,2016-03-11 00:00:00,2016-03-14 00:00:00,2,0,1,18693061,UNITED STATES OF AMERICA,0,14241120,1,2,VF,M,VH,1
2015-08-22 12:36:00,EXPEDIA.DE,AUSTRIA,8,HOHENEMS,39.64016275,-88.250802,925.17085,1473735144,0,1,541,2016-05-26 00:00:00,2016-05-29 00:00:00,6,0,3,5576992,ITALY,0,27743666,1,3,F,M,H,1
2015-11-12 08:18:00,EXPEDIA.COM,SAUDI ARABIA,1,RIYADH,39.64016275,-88.250802,925.17085,-558120887,0,0,541,2016-01-28 00:00:00,2016-01-29 00:00:00,2,0,1,187438306,THAILAND,0,77425816,0,5,VF,H,VH,1
2015-07-14 11:22:00,EXPEDIA.COM,UNITED STATES OF AMERICA,WI,RACINE,42.71988,-87.86691,58.5844,99316210,0,0,541,2015-08-29 00:00:00,2015-08-30 00:00:00,4,0,1,5525811,UNITED STATES OF AMERICA,0,152116,1,4,VC,H,VH,2
2015-07-28 20:14:00,EXPEDIA.COM,UNITED STATES OF AMERICA,CT,AVON,41.805862,-72.83029,2501.245,1502276559,0,1,231,2015-08-14 00:00:00,2015-08-20 00:00:00,4,2,2,5581115,MEXICO,0,26395197,1,4,F,M,VH,1
2015-10-10 12:15:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NC,ASHEVILLE,35.58406,-82.546765,368.4117,-1720973571,0,0,541,2015-11-13 00:00:00,2015-11-15 00:00:00,1,3,1,187954952,UNITED STATES OF AMERICA,0,321655,1,2,M,M,L,1
2015-07-03 11:08:00,EXPEDIA.CA,CANADA,QC,ANJOU,39.64016275,-88.250802,925.17085,1304194570,0,0,293,2015-08-17 00:00:00,2015-08-20 00:00:00,2,1,1,5526772,UNITED KINGDOM,0,28031811,1,3,F,M,H,1
2015-02-21 15:32:00,EXPEDIA.COM,UNITED STATES OF AMERICA,MA,LOWELL,42.613816,-71.316867,1700.6548,1186513200,1,0,262,2015-06-03 00:00:00,2015-06-07 00:00:00,3,0,1,24803657,PUERTO RICO,0,27586992,0,3,M,L,H,2
2015-02-09 19:40:00,EXPEDIA.CA,CANADA,QC,MONTREAL,45.506877,-73.56941,6504.8877,826314450,1,1,231,2015-04-06 00:00:00,2015-04-07 00:00:00,2,0,1,189977888,JAPAN,0,37431631,0,4,F,M,M,1
2015-11-14 17:05:00,EXPEDIA.CA,CANADA,AB,CALGARY,51.066751,-114.06873,2552.1443,-470450402,0,0,386,2016-01-14 00:00:00,2016-01-16 00:00:00,2,0,1,187576969,MEXICO,0,211429671,0,3,M,VL,M,1
2015-09-13 11:24:00,EXPEDIA.COM,UNITED STATES OF AMERICA,CA,IRVINE,33.679011,-117.8395565,2307.7754,-45433047,0,0,541,2015-12-26 00:00:00,2015-12-29 00:00:00,2,1,1,18654373,UNITED STATES OF AMERICA,0,651340,0,4,C,M,H,6
2015-09-30 12:44:00,EXPEDIA.COM,UNITED STATES OF AMERICA,FL,MIAMI,25.77746,-80.21789,99.85,-1959966416,0,0,262,2015-11-26 00:00:00,2015-11-28 00:00:00,2,0,1,186736838,UNITED STATES OF AMERICA,0,27913236,0,3,M,M,M,1
2015-07-07 12:39:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,NEW ROCHELLE,40.9128385,-73.779427,1973.747,75942132,0,1,541,2015-10-19 00:00:00,2015-10-24 00:00:00,2,0,1,18653226,ARUBA,0,793909,1,5,VC,M,VH,1
2015-05-12 23:51:00,EXPEDIA.CA,CANADA,QC,MONTREAL,45.506877,-73.56941,3668.8339,1543073707,0,0,541,2015-08-12 00:00:00,2015-08-17 00:00:00,3,0,1,187434183,SPAIN & CANARY ISLANDS,0,124823359,0,3,F,L,M,1
2015-12-22 13:13:00,EXPEDIA.COM,UNITED STATES OF AMERICA,WA,SEATTLE,47.614658,-122.33536,17.7491,-464854763,1,0,231,2015-12-23 00:00:00,2015-12-24 00:00:00,2,0,1,1710734,UNITED STATES OF AMERICA,0,3674150,1,2,M,M,M,1
2015-11-27 21:13:00,EXPEDIA.COM,UNITED STATES OF AMERICA,CA,BELLFLOWER,33.87673,-118.146279,347.5993,-647156448,1,0,262,2015-11-27 00:00:00,2015-11-28 00:00:00,2,0,1,24804060,UNITED STATES OF AMERICA,0,25791,1,4,VC,M,VH,1
2015-03-17 01:43:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,WHITE PLAINS,41.03006,-73.764472,3447.3849,-63895169,0,0,510,2015-03-18 00:00:00,2015-03-19 00:00:00,2,0,1,5565336,UNITED KINGDOM,0,35970074,1,4,VF,M,VH,5
2015-04-07 07:05:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,NEW YORK,40.75512,-73.983009,160.8574,-1391621933,0,0,324,2015-04-09 00:00:00,2015-04-10 00:00:00,2,1,1,303148,UNITED STATES OF AMERICA,1,118977,1,3,M,M,M,1
2015-11-27 18:20:00,EXPEDIA.COM,UNITED STATES OF AMERICA,CA,SUNNYVALE,37.389234,-122.0224,2571.1187,-1606786043,0,1,541,2015-12-23 00:00:00,2015-12-25 00:00:00,2,0,1,5526989,UNITED STATES OF AMERICA,0,69352331,1,5,M,H,H,1
2015-01-25 15:39:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NJ,CHESTER,39.64016275,-88.250802,925.17085,-1458279832,0,1,510,2015-04-10 00:00:00,2015-04-13 00:00:00,3,2,1,18659209,DOMINICAN REPUBLIC,0,41791409,1,5,M,VH,H,1
2015-05-04 08:20:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,NEW YORK,40.75512,-73.983009,3627.2169,-1682411411,1,1,231,2015-09-05 00:00:00,2015-09-11 00:00:00,2,0,1,5576961,FRANCE,0,337155,1,4,M,VH,VH,1
2015-07-18 14:15:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NV,LAS VEGAS,36.121975,-115.16696,234.796,-518370248,0,0,541,2015-08-14 00:00:00,2015-08-18 00:00:00,2,0,1,196760378,UNITED STATES OF AMERICA,0,573592,0,2,M,M,M,5
2015-07-27 17:49:00,EXPEDIA.COM,SAUDI ARABIA,1,RIYADH,39.64016275,-88.250802,925.17085,713127576,0,0,262,2015-07-29 00:00:00,2015-08-05 00:00:00,1,0,1,187669101,UNITED ARAB EMIRATES,0,17690211,1,5,M,M,VH,1
2015-01-13 09:26:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,APALACHIN,42.059892,-76.143912,128.1523,-1442299287,0,0,293,2015-01-16 00:00:00,2015-01-19 00:00:00,2,0,1,18691821,UNITED STATES OF AMERICA,1,175769,0,3,C,L,VH,1
2015-05-06 14:22:00,EXPEDIA.COM,UNITED STATES OF AMERICA,VA,STERLING,38.987265,-77.42656,2259.3337,-1699816022,0,0,541,2015-05-13 00:00:00,2015-05-15 00:00:00,1,0,1,186018816,UNITED STATES OF AMERICA,0,13540365,1,3,C,M,L,1
2015-12-09 23:17:00,EXPEDIA.CA,CANADA,BC,BURNABY,49.25591,-123.00548,5956.0537,1772241583,1,0,541,2016-03-21 00:00:00,2016-03-22 00:00:00,2,0,1,187587757,"TAIWAN, REPUBLIC OF CHINA",0,217217464,0,3,M,VL,M,1
2015-08-07 22:15:00,EXPEDIA.COM,UNITED STATES OF AMERICA,TN,NASHVILLE,36.15244,-86.7322445,801.0803,1093700335,1,0,541,2015-08-08 00:00:00,2015-08-09 00:00:00,4,0,1,188479,UNITED STATES OF AMERICA,0,2455912,1,2,C,VL,M,1
2015-04-03 04:42:00,EXPEDIA.COM,UNITED STATES OF AMERICA,WA,SEATTLE,47.614658,-122.33536,2735.6373,86390416,0,0,510,2015-04-20 00:00:00,2015-04-21 00:00:00,2,0,1,5526989,UNITED STATES OF AMERICA,0,147218,0,4,M,H,VH,2
2015-09-28 11:20:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,NEW YORK,40.75512,-73.983009,2367.102,-1543325121,0,0,541,2015-10-16 00:00:00,2015-10-18 00:00:00,4,0,1,5601079,UNITED STATES OF AMERICA,0,1268240,0,4,M,L,VH,1
2015-08-25 11:11:00,EXPEDIA.COM,UNITED STATES OF AMERICA,IL,CHICAGO,41.89042,-87.62904,1240.4241,444241400,0,0,541,2016-02-03 00:00:00,2016-02-07 00:00:00,4,0,2,18670958,UNITED STATES OF AMERICA,0,53988514,0,3,C,M,H,1
2015-03-16 19:45:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NC,DURHAM,35.9510765,-78.903125,4568.1101,1739953600,1,1,510,2015-10-13 00:00:00,2015-10-18 00:00:00,2,0,1,5579534,ITALY,0,34935852,0,3,F,L,H,1
2015-04-22 18:36:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,JACKSON HEIGHTS,39.64016275,-88.250802,925.17085,-2023695018,0,0,510,2015-05-22 00:00:00,2015-05-25 00:00:00,2,0,1,5526679,UNITED STATES OF AMERICA,0,79539179,1,5,C,H,VH,2
2015-02-04 17:51:00,EXPEDIA.COM,UNITED STATES OF AMERICA,MO,KANSAS CITY,39.110887,-94.585407,1764.2353,-917470031,1,1,510,2015-04-20 00:00:00,2015-04-27 00:00:00,2,0,1,187948256,JAMAICA,0,48857797,1,4,VF,M,VH,1
2015-05-31 22:47:00,EXPEDIA.CA,CANADA,AB,EDMONTON,53.5385525,-113.4986095,555.9977,-644895598,0,0,293,2015-07-19 00:00:00,2015-07-21 00:00:00,2,0,1,128401,CANADA,0,2038001,0,3,M,L,H,1
2015-08-11 08:34:00,EXPEDIA.CA,CANADA,ON,SCARBOROUGH,39.64016275,-88.250802,925.17085,77162250,0,0,231,2015-08-13 00:00:00,2015-08-14 00:00:00,2,0,1,248743,CANADA,0,84629503,1,3,C,L,VH,1
2015-03-20 23:57:00,EXPEDIA.COM,ITALY,TO,IVREA,45.43561,7.87721,2963.4738,693176344,0,1,510,2015-03-25 00:00:00,2015-03-29 00:00:00,3,1,1,33572,UNITED ARAB EMIRATES,0,227292681,1,5,F,H,H,1
2015-03-12 22:30:00,EXPEDIA.COM,UNITED STATES OF AMERICA,FL,ST AUGUSTINE,29.905275,-81.3721395,1996.4161,-1487171051,0,0,510,2015-03-27 00:00:00,2015-03-29 00:00:00,1,0,1,5526679,UNITED STATES OF AMERICA,0,606421,1,4,M,M,VH,2
2015-03-17 03:16:00,EXPEDIA.COM,FRANCE,J,ASNIERES-SUR-SEINE,39.64016275,-88.250802,925.17085,-898670460,0,0,510,2015-03-23 00:00:00,2015-03-28 00:00:00,2,0,1,190312316,FRANCE,0,62185,1,4,M,H,VH,1
2015-03-07 10:19:00,EXPEDIA.CA,CANADA,SK,SASKATOON,52.13186,-106.669291,130.229,1408310232,0,0,262,2015-04-11 00:00:00,2015-04-12 00:00:00,1,1,1,328351,CANADA,0,13348940,1,2,F,M,M,2
2015-04-10 12:18:00,EXPEDIA.DE,GERMANY,SH,EGGEBEK,39.64016275,-88.250802,925.17085,1721603128,0,0,386,2015-05-07 00:00:00,2015-05-10 00:00:00,1,0,1,187605272,DENMARK,1,28439554,1,3,F,VL,H,1
2015-12-31 06:03:00,EXPEDIA.CA,CANADA,ON,SUDBURY,46.480685,-80.995785,159.7057,-710252706,0,0,231,2015-12-31 00:00:00,2016-01-01 00:00:00,2,0,1,120558,CANADA,0,240776,1,3,M,L,M,1
2015-12-16 06:49:00,EXPEDIA.CA,CANADA,MB,GIMLI,50.63199,-96.98509,3619.0131,1102865463,1,0,293,2016-04-25 00:00:00,2016-04-27 00:00:00,2,0,1,188874815,UNITED KINGDOM,0,261338028,1,3,C,M,VH,1
2015-08-03 08:00:00,EXPEDIA.CA,CANADA,AB,SHERWOOD PARK,53.554449,-113.314992,2644.1704,628817686,0,1,231,2016-02-02 00:00:00,2016-02-09 00:00:00,2,0,1,5579968,MEXICO,0,131298484,0,3,M,VL,M,1
2015-10-29 20:14:00,EXPEDIA.COM,UNITED STATES OF AMERICA,CA,LOS ANGELES,34.059768,-118.312427,5653.0666,-465983758,0,1,262,2016-03-21 00:00:00,2016-03-28 00:00:00,1,0,1,190300474,FRANCE,0,321440239,0,5,F,VH,M,1
2015-08-01 23:56:00,EXPEDIA.DE,GERMANY,HE,OBERTSHAUSEN,50.069096,8.841179,1153.699,-1061589083,0,1,541,2015-08-04 00:00:00,2015-08-10 00:00:00,3,0,1,5526400,TURKEY,0,356213621,0,0,C,VL,M,1
2015-02-15 20:12:00,EXPEDIA.CA,CANADA,ON,WHITBY,43.86819,-78.93073,2103.1142,-1307742921,0,1,510,2015-03-14 00:00:00,2015-03-18 00:00:00,2,2,1,5527888,CANADA,0,807177,0,3,C,L,VH,3
2015-12-29 18:49:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NY,BRONX,40.839569,-73.881505,4834.3458,1263190453,0,0,541,2016-04-24 00:00:00,2016-04-29 00:00:00,1,0,1,5527454,BRAZIL,0,37842226,1,4,C,M,VH,1
2015-12-03 10:52:00,EXPEDIA.COM,UNITED STATES OF AMERICA,IN,WALKERTON,39.64016275,-88.250802,925.17085,1886372558,0,1,541,2016-04-02 00:00:00,2016-04-08 00:00:00,3,2,1,5583409,JAMAICA,0,775123,1,4,C,L,VH,1
2015-06-24 15:37:00,EXPEDIA.COM,SPAIN & CANARY ISLANDS,B,BARCELONA,39.64016275,-88.250802,925.17085,70815311,0,1,541,2015-08-16 00:00:00,2015-08-18 00:00:00,2,0,1,18671950,SPAIN & CANARY ISLANDS,0,56350900,0,4,VC,M,VH,1
2015-07-29 12:17:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NV,LAS VEGAS,36.121975,-115.16696,2006.2156,484535324,0,0,262,2016-07-30 00:00:00,2016-08-06 00:00:00,6,1,2,18690054,MEXICO,1,56514115,1,4,M,M,VH,1
2015-07-20 10:11:00,EXPEDIA.CA,CANADA,AB,EDMONTON,53.5385525,-113.4986095,194.9591,1143038750,0,0,231,2015-10-29 00:00:00,2015-10-31 00:00:00,1,0,2,18682211,CANADA,0,3911083,0,4,C,H,VH,1
2015-03-03 11:29:00,EXPEDIA.COM,UNITED STATES OF AMERICA,LA,BATON ROUGE,30.423945,-91.101795,12.6551,353806425,0,0,510,2015-03-06 00:00:00,2015-03-07 00:00:00,2,0,1,187827232,UNITED STATES OF AMERICA,1,842486,1,2,C,L,M,1
2015-07-09 21:44:00,EXPEDIA.CA,CANADA,BC,VANCOUVER,49.2801065,-123.1228845,2088.1633,-1064778178,0,0,541,2015-08-20 00:00:00,2015-08-22 00:00:00,1,0,1,187796077,CANADA,0,1259715,1,2,C,L,H,1
2015-10-25 18:16:00,EXPEDIA.COM,UNITED STATES OF AMERICA,NJ,BLACKWOOD,39.76495,-75.06819,1024.4322,1732865764,0,1,541,2016-01-31 00:00:00,2016-02-04 00:00:00,2,0,1,18655427,BAHAMAS,0,422839,1,4,M,VL,H,1
2015-03-24 12:01:00,EXPEDIA.COM,UNITED STATES OF AMERICA,CA,CHATSWORTH,34.249957,-118.604478,2139.4491,1105304753,0,1,231,2015-12-25 00:00:00,2016-01-01 00:00:00,2,0,1,290562,MEXICO,0,317907727,0,4,VF,M,H,1
2015-10-23 06:53:00,EXPEDIA.CA,CANADA,AB,EDMONTON,53.5385525,-113.4986095,194.9591,-2131902383,0,0,541,2015-11-11 00:00:00,2015-11-13 00:00:00,2,0,1,18682211,CANADA,0,3911083,0,4,C,M,VH,1
2015-07-12 06:07:00,EXPEDIA.COM,POLAND,MZ,ZABKI,39.64016275,-88.250802,925.17085,1840647368,0,0,541,2015-09-24 00:00:00,2015-09-25 00:00:00,3,0,1,24801983,UNITED STATES OF AMERICA,0,1549224,1,2,C,L,VH,2
