"","destination_id","Destination_name","destination_type_id","destination_latitude","destination_longitude","Continent","Nature_Beach","Nature_Coral_Reefs","Nature_Countryside","Nature_Desert","Nature_Forests","Nature_Gardens","Nature_Glaciers","Nature_Hiking","Nature_Hilly","Nature_Hotsprings","Nature_Islands","Nature_Jungle","Nature_Lake","Nature_Mountains","Nature_Natural_Parks","Nature_Nature","Nature_Northern_lights","Nature_Rainforest","Nature_River","Nature_Safari","Nature_Scenery","Nature_Sea","Nature_Sharks","Nature_Skyscrapers","Nature_Sunnyweather","Nature_Sunrise","Nature_Sunsets","Nature_Tropical","Nature_Volcanoes","Nature_Waterfalls","Nature_Wildlife"
"15",14755,"Anguilla (all), Anguilla",464,18.180819,-63.134483,"South America",0.198390777,0.062942376,0.05844795,0.05844795,0.05844795,0.062907078,0.05844795,0.067346974,0.05844795,0.05844795,0.148605194,0.05844795,0.066504124,0.066504124,0.05844795,0.071354424,0.05844795,0.05844795,0.05844795,0.05844795,0.05844795,0.11725353,0.05844795,0.05844795,0.066504124,0.066806317,0.069966111,0.07099855,0.066504124,0.05844795,0.05844795
"16",15034,"Antalya, Turkey",557,36.89298,30.77626,"Europe",0.157340605,0.057397778,0.057485256,0.057397778,0.069171988,0.075435017,0.057397778,0.065471941,0.0655722,0.057397778,0.057397778,0.057397778,0.057397778,0.092329063,0.057660213,0.08824564,0.057397778,0.057397778,0.071021814,0.057747691,0.061485011,0.101511409,0.057397778,0.057397778,0.057688729,0.057880487,0.057671626,0.057397778,0.057397778,0.076526839,0.057397778
"17",15499,"Baotou, China",557,41.60901,110.2638,"Asia",0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.069749089,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.067805454,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819,0.065861819
"18",15902,"Bacolod, Philippines",557,10.6775,122.952,"Asia",0.074022262,0.060725836,0.069836501,0.060725836,0.060725836,0.069712185,0.060725836,0.060725836,0.069712185,0.069712185,0.074022262,0.060725836,0.060725836,0.07882285,0.060725836,0.074557022,0.060725836,0.060725836,0.065035913,0.060725836,0.07882285,0.07882285,0.060725836,0.060725836,0.060725836,0.060725836,0.060725836,0.065035913,0.069756434,0.074432706,0.065446357
"19",16801,"Bethel, Alaska, United States of America",557,60.79359,-161.8039,"North America",0.066326205,0.066326205,0.069438561,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.083817218,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205,0.066326205
"20",16987,"Bradford, Pennsylvania, United States of America",557,41.91562,-78.76539,"North America",0.063526095,0.063526095,0.074139283,0.063526095,0.073289882,0.063526095,0.073289882,0.093666856,0.063526095,0.063526095,0.063526095,0.063526095,0.073289882,0.073289882,0.069407089,0.073289882,0.063526095,0.063526095,0.073289882,0.063526095,0.063526095,0.063526095,0.063526095,0.063526095,0.063526095,0.063526095,0.063526095,0.063526095,0.063526095,0.065607892,0.063526095
"21",18568,"Bujumbura, Burundi",557,-3.390973,29.3582,"Africa",0.08984804,0.062011075,0.069306926,0.062011075,0.067688351,0.072276567,0.062011075,0.062011075,0.079836043,0.062011075,0.062011075,0.062011075,0.113228198,0.070898523,0.062011075,0.072540192,0.062011075,0.062011075,0.062011075,0.062011075,0.079836043,0.072236624,0.062011075,0.062011075,0.062011075,0.062011075,0.062011075,0.069306926,0.069306926,0.062011075,0.062011075
"22",18847,"Bangkok, Thailand",557,13.7704,100.6211,"Asia",0.055555455,0.054863479,0.055648153,0.051158035,0.051154785,0.082634756,0.051154703,0.051447629,0.051154703,0.051154703,0.061976227,0.054865771,0.068237921,0.051154703,0.055303519,0.054414862,0.051154703,0.051154703,0.101688241,0.053795815,0.062993901,0.056570866,0.068278839,0.060207857,0.051154703,0.060941393,0.05621113,0.055007675,0.051154703,0.051189007,0.052443895
"23",21296,"Barquisimeto, Venezuela",557,10.03041,-69.31138,"South America",0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964,0.060240964
"24",21327,"Bern, Switzerland",557,46.9477,7.40662,"Europe",0.062305518,0.062305518,0.062305518,0.062305518,0.063411403,0.071082794,0.062305518,0.064570866,0.062305518,0.062305518,0.062305518,0.063411403,0.062305518,0.06320377,0.062305518,0.062305518,0.062305518,0.063411403,0.085247765,0.062305518,0.062305518,0.062305518,0.062305518,0.062305518,0.062305518,0.062305518,0.062305518,0.062305518,0.062305518,0.062305518,0.062305518
"25",22319,"Buenos Aires, Argentina",557,-34.61037,-58.44113,"South America",0.065405117,0.055465757,0.055465757,0.055465757,0.055465757,0.089319262,0.061211342,0.056963255,0.055465757,0.055465757,0.060654537,0.055465757,0.070757354,0.065520531,0.055548951,0.07005295,0.055465757,0.055465757,0.075311858,0.055465757,0.072702513,0.064343769,0.055465757,0.076767414,0.055466899,0.067216209,0.055465757,0.055465757,0.069538995,0.061448357,0.061216535
"26",23373,"Dibba, Oman",557,25.65178,56.21976,"Asia",0.084811673,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.067395822,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809,0.0658809
"27",23590,"Bozeman (and vicinity), Montana, United States of America",464,45.69789,-111.04859,"North America",0.062189167,0.062189167,0.063752644,0.062189167,0.062189167,0.062608919,0.062206619,0.073945462,0.062189167,0.066326834,0.062189167,0.062189167,0.062189167,0.074190672,0.06561308,0.067027253,0.062189167,0.062189167,0.064338384,0.062189167,0.062196981,0.062189167,0.062189167,0.062189167,0.062189167,0.062189167,0.062189167,0.062189167,0.062189167,0.0633095,0.065572182
"28",23683,"Brazzaville, Republic of the Congo",557,-4.237149,15.29222,"Africa",0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.069908002,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093
"29",23776,"Cascavel (Parana), Brazil",557,-24.95574,-53.43666,"South America",0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.068463958,0.065889955,0.068463958,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955,0.065889955
"30",24954,"Crescent City, California, United States of America",557,41.77528,-124.0064,"North America",0.150715238,0.060957266,0.065235464,0.060957266,0.10168603,0.060957266,0.060957266,0.085062795,0.060957266,0.060957266,0.088692364,0.060957266,0.060957266,0.065235464,0.067558622,0.065235464,0.060957266,0.060957266,0.060957266,0.060957266,0.092970562,0.124737222,0.079447331,0.065235464,0.060957266,0.070202298,0.060957266,0.060957266,0.060957266,0.060957266,0.060957266
"31",25574,"Cologne, Germany",557,50.94614,6.973173,"Europe",0.061746902,0.061380132,0.061563517,0.061380132,0.061380132,0.06549787,0.061380132,0.064497681,0.061380132,0.061930287,0.061380132,0.061380132,0.061746902,0.061380132,0.061380132,0.061380132,0.061380132,0.061380132,0.100072495,0.061380132,0.061392435,0.061563517,0.061380132,0.061380132,0.061380132,0.061380132,0.061380132,0.061380132,0.061380132,0.061380132,0.061380132
"32",26194,"Chipata, Zambia",557,-13.63118,32.63906,"Africa",0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.070023191,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688
"33",26814,"College Station (and vicinity), Texas, United States of America",464,30.62921,-96.31858,"North America",0.059151672,0.059151672,0.059975464,0.059151672,0.059151672,0.064032393,0.059151672,0.065781786,0.059151672,0.059151672,0.059151672,0.068721058,0.059151672,0.059151672,0.059151672,0.059151672,0.059151672,0.059151672,0.059151672,0.059151672,0.059151672,0.059151672,0.059151672,0.059151672,0.059151672,0.059151672,0.086112336,0.059151672,0.059151672,0.063310412,0.059151672
"34",26969,"Charlotte, North Carolina, United States of America",557,35.22723,-80.8362,"North America",0.053064288,0.052584262,0.052584262,0.052584262,0.052584262,0.05340926,0.052584262,0.063926687,0.052584262,0.052584262,0.05260259,0.052605311,0.054027205,0.059269081,0.052776766,0.057959051,0.052584262,0.052584262,0.052584262,0.052584262,0.053025983,0.05279398,0.052584262,0.102755491,0.052584262,0.052584262,0.05275858,0.052585069,0.052584262,0.053345288,0.052584262
"35",27217,"Columbus, Ohio, United States of America",557,39.98415,-82.98585,"North America",0.05730576,0.057070333,0.05730576,0.057070333,0.057070333,0.061986906,0.057070333,0.067741372,0.057070333,0.057070333,0.057240252,0.057070333,0.057070333,0.057151325,0.057070333,0.057070333,0.057070333,0.057070333,0.081598629,0.057070333,0.057169577,0.057070333,0.057070333,0.057333486,0.057070333,0.057070333,0.057070333,0.057070333,0.057070333,0.057702688,0.057070333
"36",27310,"Club Makokola, Mangochi, Malawi",557,-14.30099,35.11935,"Africa",0.068205449,0.066727253,0.068205449,0.066727253,0.066727253,0.068205449,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.068205449,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253,0.066727253
"37",27341,"Clermont, Queensland, Australia",557,-22.7198,147.4383,"Australia",0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.129032258,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129
"38",27837,"Coeur d'Alene, Idaho, United States of America",557,47.64194,-116.7035,"North America",0.067038845,0.058928887,0.058928887,0.058928887,0.058928887,0.059574132,0.058928887,0.072909005,0.058928887,0.058928887,0.058928887,0.058928887,0.116406209,0.059957776,0.058928887,0.058928887,0.058928887,0.058928887,0.069172487,0.058928887,0.058928887,0.058928887,0.058928887,0.058928887,0.058928887,0.058928887,0.058928887,0.058928887,0.058928887,0.060778164,0.058928887
"39",28240,"Copiapo, Chile",557,-27.3642,-70.33157,"South America",0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052,0.066563052
"40",28953,"Chengdu, China",557,30.69975,103.8605,"Asia",0.06151472,0.059798921,0.059798921,0.059798921,0.059798921,0.093603459,0.059798921,0.059906208,0.076565593,0.059798921,0.059798921,0.059798921,0.059798921,0.086213628,0.059798921,0.059798921,0.059798921,0.059798921,0.078944456,0.059798921,0.065072564,0.059906208,0.059798921,0.059798921,0.075101024,0.059798921,0.059798921,0.059798921,0.059798921,0.059798921,0.059798921
"41",28984,"Cucuta, Colombia",557,7.907297,-72.50908,"South America",0.069893415,0.069893415,0.064992795,0.064992795,0.064992795,0.064992795,0.064992795,0.069893415,0.064992795,0.064992795,0.077798836,0.064992795,0.064992795,0.064992795,0.064992795,0.073539853,0.064992795,0.064992795,0.064992795,0.064992795,0.064992795,0.069893415,0.064992795,0.064992795,0.064992795,0.064992795,0.064992795,0.064992795,0.064992795,0.064992795,0.064992795
"42",29046,"Culiacan (and vicinity), Sinaloa, Mexico",464,24.813196,-107.401922,"South America",0.090486736,0.069728484,0.067023481,0.062611813,0.069728484,0.076643931,0.062611813,0.063300613,0.062611813,0.063300613,0.080117103,0.068149659,0.068149659,0.062611813,0.062611813,0.069728484,0.062611813,0.062611813,0.077642842,0.062611813,0.074140153,0.078816781,0.062611813,0.062611813,0.062611813,0.062611813,0.062611813,0.062611813,0.062611813,0.062611813,0.069728484
"43",29108,"Cancun, Quintana Roo, Mexico",557,21.12304,-86.88591,"South America",0.477294397,0.062753819,0.046311487,0.046610918,0.052449553,0.056332966,0.046237543,0.052176599,0.046237543,0.046237543,0.059349259,0.075245647,0.046763493,0.051062946,0.046237543,0.053996817,0.046237543,0.046315226,0.053596172,0.053344811,0.053784198,0.172557343,0.051476154,0.046237651,0.047798919,0.051880835,0.049911151,0.05509409,0.046237543,0.046717298,0.053348086
"44",30286,"Dhaka, Bangladesh",557,23.78061,90.40796,"Asia",0.076747029,0.061376673,0.068225156,0.061376673,0.076747029,0.092965196,0.061376673,0.061832046,0.076747029,0.061376673,0.072650924,0.065802441,0.075146863,0.065802441,0.061832046,0.072321261,0.061376673,0.061376673,0.092732639,0.061376673,0.061376673,0.076747029,0.061376673,0.061376673,0.061376673,0.061376673,0.065472778,0.063251451,0.061376673,0.061376673,0.065472778
"45",30782,"Dodge City, Kansas, United States of America",557,37.74656,-100.0187,"North America",0.069027876,0.060493106,0.060493106,0.060493106,0.060493106,0.08843343,0.060493106,0.065495623,0.060493106,0.060493106,0.060493106,0.064760491,0.069027876,0.060493106,0.060493106,0.069898935,0.060493106,0.060493106,0.060493106,0.060493106,0.060493106,0.060493106,0.060493106,0.065254534,0.060493106,0.060493106,0.060493106,0.060493106,0.060493106,0.064586595,0.069898935
"46",31216,"Durango, Durango, Mexico",557,24.03852,-104.6613,"South America",0.067900972,0.062073191,0.062073191,0.067336202,0.071707038,0.076532409,0.062073191,0.078084364,0.062073191,0.062073191,0.062073191,0.062073191,0.066950047,0.071320883,0.062073191,0.075366148,0.062073191,0.062073191,0.073207508,0.062073191,0.078470519,0.066444027,0.062073191,0.062073191,0.066444027,0.062073191,0.062073191,0.066950047,0.062073191,0.066444027,0.070489292
"47",31402,"Dijon, France",557,47.3233,5.039531,"Europe",0.085761504,0.062359682,0.062359682,0.062359682,0.062359682,0.094134296,0.062359682,0.088517463,0.062359682,0.062359682,0.062359682,0.062359682,0.085761504,0.062359682,0.062359682,0.062359682,0.062359682,0.062359682,0.085761504,0.062359682,0.062359682,0.062359682,0.062359682,0.062359682,0.062359682,0.062359682,0.062359682,0.062359682,0.062359682,0.062359682,0.062359682
"48",31960,"Geilo, Hol, Norway",557,60.53467,8.206244,"Europe",0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.070426508,0.066428107,0.070426508,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.069426908,0.067427707,0.066428107,0.066428107,0.066428107,0.067427707,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107,0.066428107
"49",32053,"Da Lat, Vietnam",557,11.92321,108.4671,"Asia",0.059927463,0.059927463,0.069363248,0.063875532,0.085294582,0.090921266,0.059927463,0.070999878,0.071371565,0.059927463,0.059927463,0.059927463,0.108561823,0.12173905,0.059927463,0.072107106,0.059927463,0.059927463,0.059927463,0.059927463,0.082285135,0.080506399,0.059927463,0.059927463,0.059927463,0.059927463,0.059927463,0.059927463,0.068467811,0.090782298,0.059927463
"50",32456,"Denizli, Turkey",557,37.87642,29.14919,"Europe",0.062170976,0.062170976,0.062686493,0.062170976,0.062170976,0.073094799,0.062170976,0.066032829,0.072542945,0.078986883,0.062170976,0.062170976,0.062686493,0.080928769,0.062170976,0.062170976,0.062170976,0.062170976,0.067200944,0.062170976,0.062170976,0.062170976,0.062170976,0.062170976,0.062170976,0.062170976,0.072542945,0.062170976,0.062170976,0.07588928,0.062170976
"51",33386,"Durban, South Africa",557,-29.84922,30.99178,"Africa",0.143136996,0.059101673,0.059101673,0.059101673,0.059101673,0.068940052,0.059101673,0.097249842,0.064169575,0.059101673,0.059101673,0.059101673,0.059101673,0.062996973,0.059101673,0.071696606,0.059101673,0.059101673,0.070491616,0.059746238,0.063159397,0.074955511,0.075344662,0.059101673,0.063523432,0.059101673,0.059101673,0.059101673,0.059101673,0.059101673,0.063138965
"52",33944,"Kampala, Uganda",557,0.30793,32.57166,"Africa",0.073948458,0.060487022,0.065451843,0.060487022,0.088476444,0.075026048,0.060487022,0.065204346,0.076943913,0.060487022,0.080893958,0.078367915,0.087505573,0.082662727,0.064781835,0.089308568,0.060487022,0.069076647,0.072304333,0.116239342,0.065658492,0.069076647,0.060487022,0.060487022,0.060487022,0.060487022,0.065658492,0.078367915,0.069076647,0.069953304,0.089308568
"53",34223,"Edinburgh, Scotland, United Kingdom",557,55.94121,-3.224316,"Europe",0.052527973,0.049545082,0.049545082,0.049545082,0.049545082,0.106570384,0.049545082,0.093059828,0.051857065,0.049545082,0.06958308,0.049545082,0.049545082,0.069970233,0.04985838,0.050026516,0.049545082,0.049545082,0.073731056,0.049545082,0.081957535,0.077649445,0.049545082,0.049940809,0.061787915,0.049545082,0.049769086,0.054000763,0.060416605,0.0497881,0.049545082
"54",35122,"El Paso (and vicinity), Texas, United States of America",464,31.78105,-106.404565,"North America",0.059237483,0.059237483,0.059237483,0.072718175,0.059237483,0.074700985,0.059237483,0.076336024,0.060812536,0.059237483,0.059237483,0.059237483,0.059237483,0.101523483,0.073078775,0.077387721,0.059237483,0.059237483,0.059237483,0.059237483,0.059237483,0.059237483,0.059237483,0.059237483,0.063774722,0.059237483,0.059237483,0.059237483,0.059237483,0.060259096,0.059237483
"55",36331,"El Salvador, Chile",557,-26.14895,-69.62051,"South America",0.084325886,0.057188432,0.066026173,0.070089396,0.082734675,0.076966495,0.064803508,0.085804236,0.064065531,0.064803508,0.085063863,0.077023368,0.085063863,0.103363576,0.090349751,0.085063863,0.057188432,0.057188432,0.072903272,0.057188432,0.091940962,0.090349751,0.057188432,0.057188432,0.064065531,0.057188432,0.057188432,0.077448787,0.101772366,0.066026173,0.066026173
"56",36703,"New Bedford, Massachusetts, United States of America",557,41.66583,-70.93975,"North America",0.081103123,0.062924307,0.062924307,0.062924307,0.062924307,0.063453914,0.062924307,0.064318035,0.062924307,0.062924307,0.075402491,0.062924307,0.062924307,0.062924307,0.073635093,0.062924307,0.062924307,0.062924307,0.065525409,0.062924307,0.062924307,0.077518315,0.062924307,0.062924307,0.062924307,0.062924307,0.073635093,0.062924307,0.062924307,0.062924307,0.062924307
"57",37044,"Fajardo, Puerto Rico",557,18.32608,-65.65771,"South America",0.259592091,0.06013345,0.047858057,0.047177831,0.084118734,0.071991553,0.047177831,0.069084955,0.049912378,0.047177831,0.314423547,0.094305432,0.047177831,0.062415375,0.047177831,0.099008108,0.047177831,0.072016282,0.051576571,0.047177831,0.059494217,0.137160505,0.047198431,0.047177831,0.048128425,0.047777794,0.060080173,0.075317498,0.047177831,0.049021044,0.047177831
"58",37168,"Fresno, California, United States of America",557,36.70835,-119.8372,"North America",0.057901214,0.057807305,0.057807305,0.057807305,0.063660423,0.107801006,0.057807305,0.061483009,0.057807305,0.057807305,0.057807305,0.057807305,0.067523164,0.068974176,0.065175961,0.063093198,0.057807305,0.057807305,0.05823306,0.057807305,0.057807305,0.057807305,0.057807305,0.057807305,0.057807305,0.057807305,0.057807305,0.057807305,0.057807305,0.058605381,0.063093198
"59",37881,"Flagstaff, Arizona, United States of America",557,35.32666,-111.5108,"North America",0.054016062,0.054016062,0.054318525,0.097720805,0.069303502,0.073477258,0.054016062,0.125453316,0.054170343,0.054016062,0.054016062,0.054016062,0.055420297,0.097504336,0.054924507,0.094112096,0.054016062,0.054016062,0.071496741,0.054016062,0.055964886,0.077259461,0.054016062,0.054016062,0.057969281,0.054125959,0.055724926,0.054016062,0.088090062,0.054193619,0.05921896
