"","destination_id","Destination_name","destination_type_id","destination_latitude","destination_longitude","Continent","Sports_Baseball","Sports_Basketball","Sports_Cross_Country_Skiing","Sports_Football","Sports_Golf","Sports_Hockey","Sports_Indoor_Skiing","Sports_Running","Sports_Skiing","Sports_Snowboarding","Sports_Soccer","Sports_Sports"
"59",37881,"Flagstaff, Arizona, United States of America",557,35.32666,-111.5108,"North America",0.054223454,0.054237722,0.065270377,0.054614386,0.065426014,0.062245757,0.054016062,0.05481908,0.095889865,0.058511835,0.054306216,0.084189912
"60",38718,"Freeport, Grand Bahama Island, Bahamas",557,26.54691,-78.62624,"South America",0.051296612,0.056137069,0.051296612,0.051296612,0.059227452,0.051296612,0.051296612,0.051436321,0.051296612,0.051296612,0.051326018,0.082204144
"61",39896,"Great Bend (and vicinity), Kansas, United States of America",464,38.36187,-98.783956,"North America",0.062099464,0.070830739,0.062099464,0.062099464,0.089147113,0.062099464,0.062099464,0.062099464,0.062099464,0.062099464,0.070830739,0.078653066
"62",41384,"Grand Junction (and vicinity), Colorado, United States of America",464,39.112646,-108.54066,"North America",0.057241073,0.056157853,0.058584743,0.060592139,0.072056519,0.058453018,0.056157853,0.056847895,0.060535457,0.058584743,0.058688277,0.08543254
"63",42810,"George, South Africa",557,-33.98348,22.4279,"Africa",0.065349279,0.065349279,0.065349279,0.065349279,0.072442425,0.065349279,0.065349279,0.065349279,0.065349279,0.065349279,0.065349279,0.065349279
"64",43399,"Gunnison, Colorado, United States of America",557,38.48177,-107.0868,"North America",0.063904389,0.063904389,0.064920649,0.063904389,0.07000195,0.063904389,0.063904389,0.063904389,0.112423233,0.093521921,0.063904389,0.076083359
"65",46065,"Hluhluwe, South Africa",557,-27.91931,32.21917,"Africa",0.066161025,0.066161025,0.066161025,0.066161025,0.068701675,0.066161025,0.066161025,0.066161025,0.066161025,0.066161025,0.066161025,0.066161025
"66",46902,"Princeville, Hawaii, United States of America",557,22.20893,-159.4733,"North America",0.057890646,0.057890646,0.057890646,0.057890646,0.12025406,0.057890646,0.057890646,0.057892114,0.057890646,0.057890646,0.057890646,0.064789259
"67",47088,"Harlingen, Texas, United States of America",557,26.18563,-97.72042,"North America",0.087233394,0.059626892,0.059626892,0.087233394,0.099822277,0.059626892,0.059626892,0.065765285,0.059626892,0.059626892,0.087233394,0.104641086
"68",47863,"Honningsvag, Nordkapp, Norway",557,70.98721,25.98217,"Europe",0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.066757269,0.068159007,0.066757269,0.066757269,0.066757269
"69",47925,"Havre, Montana, United States of America",557,48.37663,-109.6558,"North America",0.068992965,0.060831661,0.066650971,0.060831661,0.061737376,0.060831661,0.060831661,0.060831661,0.074812275,0.068992965,0.060831661,0.087127003
"70",48514,"Idaho Falls (and vicinity), Idaho, United States of America",464,43.497752,-112.04716,"North America",0.055887196,0.055887196,0.057582224,0.072408772,0.09193892,0.055887196,0.055664862,0.055685279,0.08302611,0.057582224,0.055664862,0.104270058
"71",50467,"Iquitos (and vicinity), Peru",464,-3.752397,-73.246713,"South America",0.057048754,0.057048754,0.057048754,0.069018341,0.073803392,0.057048754,0.057048754,0.057048754,0.057048754,0.057048754,0.057048754,0.078577507
"72",50653,"Kirksville, Missouri, United States of America",557,40.15751,-92.59195,"North America",0.072099649,0.062640597,0.062640597,0.062640597,0.063599278,0.062640597,0.062640597,0.062640597,0.062640597,0.062640597,0.072099649,0.074017011
"73",51056,"Hilo, Hawaii, United States of America",557,19.71103,-155.2187,"North America",0.049688077,0.049688077,0.049688077,0.049688077,0.055349525,0.049688077,0.049688077,0.054506313,0.05366668,0.049688077,0.049688077,0.058700463
"74",51180,"Ivalo, Finland",557,68.65356,27.54374,"Europe",0.066047809,0.066047809,0.068656392,0.066047809,0.066047809,0.066047809,0.066047809,0.066047809,0.068656392,0.068656392,0.066047809,0.066047809
"75",51242,"Ironwood (and vicinity), Michigan, United States of America",464,46.46336,-90.17084,"North America",0.065559932,0.065559932,0.066850421,0.065559932,0.06814091,0.065559932,0.065559932,0.065559932,0.100134013,0.066850421,0.065559932,0.065559932
"76",53629,"Kilimanjaro, Moshi, Tanzania",557,-3.128317,37.33981,"Africa",0.065578425,0.065578425,0.065578425,0.065578425,0.066728909,0.065578425,0.065578425,0.065578425,0.065578425,0.065578425,0.065578425,0.065578425
"77",53660,"Jerusalem, Israel",557,31.77991,35.20602,"Europe",0.057458074,0.061634412,0.057458074,0.057458074,0.057699793,0.057458074,0.057458074,0.058022204,0.057458074,0.057458074,0.057458074,0.074137476
"78",53877,"Syros Island, Greece",464,37.42341,24.91609,"Europe",0.065371783,0.065371783,0.065371783,0.065371783,0.065371783,0.065371783,0.065371783,0.065371783,0.065371783,0.065371783,0.065371783,0.066047413
"79",53908,"Santorini Island, Greece",464,36.419936,25.430659,"Europe",0.05578608,0.05578608,0.05578608,0.05578608,0.055897335,0.05578608,0.05578608,0.05578608,0.055869521,0.05578608,0.05578608,0.070430683
"80",53939,"Astypalaia Island, Greece",464,36.55911,26.31314,"Europe",0.065988578,0.065988578,0.065988578,0.065988578,0.065988578,0.065988578,0.065988578,0.065988578,0.065988578,0.065988578,0.065988578,0.070129365
"81",54652,"Kalbarri, Western Australia, Australia",557,-27.69008,114.201,"Australia",0.065846732,0.065846732,0.065846732,0.065846732,0.06836119,0.065846732,0.065846732,0.065846732,0.065846732,0.065846732,0.065846732,0.067103961
"82",55179,"Kendari, Indonesia",557,-3.985,122.549,"Asia",0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.069621065
"83",56264,"Nanchang, China",557,28.65184,116.0101,"Asia",0.065779813,0.065779813,0.065779813,0.065779813,0.066276559,0.065779813,0.065779813,0.065779813,0.065779813,0.065779813,0.065779813,0.077204978
"84",56481,"Niigata, Japan",557,37.84869,139.0167,"Asia",0.065965861,0.065965861,0.065965861,0.065965861,0.065965861,0.065965861,0.065965861,0.065965861,0.065965861,0.065965861,0.065965861,0.065965861
"85",57969,"Kostroma, Russia",557,57.78633,40.95428,"Europe",0.065850658,0.065850658,0.068267868,0.065850658,0.065850658,0.065850658,0.065850658,0.065850658,0.065850658,0.065850658,0.065850658,0.065850658
"86",58000,"Khamis Mushait, Saudi Arabia",557,18.29017,42.72308,"Asia",0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.066970688,0.070023191
"87",58341,"Kununurra, Western Australia, Australia",557,-15.56053,128.8505,"Australia",0.063715412,0.063715412,0.063715412,0.063715412,0.067071867,0.063715412,0.063715412,0.063715412,0.063715412,0.063715412,0.063715412,0.063715412
"88",59426,"Krasnodar, Russia",557,45.06319,38.97216,"Europe",0.06497982,0.06497982,0.06497982,0.06497982,0.06497982,0.06497982,0.06497982,0.06497982,0.06497982,0.06497982,0.06497982,0.06875707
"89",59736,"Kassel, Germany",557,51.31094,9.459151,"Europe",0.064282359,0.064282359,0.066043387,0.064282359,0.06868493,0.064282359,0.064282359,0.064282359,0.066923902,0.065162873,0.064282359,0.070445959
"90",60356,"Katowice, Poland",557,50.23679,19.01677,"Europe",0.064657026,0.064657026,0.064657026,0.064657026,0.067197676,0.064657026,0.064657026,0.064657026,0.065503909,0.064657026,0.064657026,0.084666522
"91",62433,"Lawton, Oklahoma, United States of America",557,34.65826,-98.43703,"North America",0.06180355,0.06180355,0.06180355,0.06180355,0.065341703,0.06180355,0.06180355,0.06180355,0.06180355,0.06180355,0.06180355,0.088372142
"92",62557,"Lubbock, Texas, United States of America",557,33.59001,-101.8626,"North America",0.071348086,0.062179035,0.061196067,0.076596814,0.07956437,0.061196067,0.061196067,0.061583224,0.061622259,0.061196067,0.061196067,0.110635896
"93",64231,"Lahore, Pakistan",557,31.52982,74.35329,"Asia",0.06393429,0.06393429,0.06393429,0.06393429,0.06393429,0.06393429,0.06393429,0.070689729,0.06393429,0.06393429,0.06393429,0.071654049
"94",65905,"Liverpool, England, United Kingdom",557,53.45375,-2.936515,"Europe",0.054137885,0.054137885,0.054137885,0.106086086,0.067832112,0.054137885,0.054137885,0.054315378,0.054137885,0.054137885,0.054137885,0.139935515
"95",65998,"Luang Prabang, Laos",557,19.87801,102.1461,"Asia",0.059541535,0.059541535,0.059541535,0.059541535,0.062185639,0.059541535,0.059541535,0.059541535,0.059541535,0.059541535,0.059541535,0.061473579
"96",66432,"La Serena (and vicinity), Chile",464,-29.930496,-71.274738,"South America",0.066313313,0.066313313,0.066313313,0.066313313,0.068500779,0.066313313,0.066313313,0.066313313,0.067407046,0.067407046,0.066313313,0.068500779
"97",67114,"Lusaka, Zambia",557,-15.40669,28.33163,"Africa",0.061219003,0.061219003,0.061219003,0.061219003,0.064889177,0.061219003,0.061219003,0.061219003,0.061219003,0.061219003,0.061219003,0.08364456
"98",67734,"Luxor, Egypt",557,25.68963,32.61804,"Africa",0.059840109,0.059840109,0.059840109,0.06385271,0.068399382,0.059840109,0.059840109,0.059840109,0.059840109,0.059840109,0.059840109,0.068814691
"99",67796,"Luoyang, China",557,34.28349,111.9959,"Asia",0.065924341,0.065924341,0.065924341,0.065924341,0.065924341,0.065924341,0.065924341,0.065924341,0.065924341,0.065924341,0.065924341,0.075561824
"100",69346,"Machala, Ecuador",557,-3.249661,-79.95928,"South America",0.066652995,0.066652995,0.066652995,0.066652995,0.066652995,0.066652995,0.066652995,0.066652995,0.066652995,0.066652995,0.066652995,0.069666859
"101",69439,"Macon (and vicinity), Georgia, United States of America",464,32.875856,-83.6892,"North America",0.065554019,0.063378753,0.06334653,0.063447774,0.07131224,0.06334653,0.06334653,0.06334653,0.06334653,0.06334653,0.06334653,0.093758947
"102",69532,"Montlucon, France",557,46.33879,2.603488,"Europe",0.06668242,0.06668242,0.06668242,0.06668242,0.06812563,0.06668242,0.06668242,0.06668242,0.06668242,0.06668242,0.06668242,0.06812563
"103",70741,"Mount Gambier, South Australia, Australia",557,-37.83,140.7895,"Australia",0.063568267,0.083123838,0.063568267,0.063568267,0.068446316,0.063568267,0.063568267,0.063568267,0.063568267,0.063568267,0.063568267,0.084099448
"104",71206,"Manhattan (and vicinity), Kansas, United States of America",464,39.18027,-96.563237,"North America",0.064532266,0.064532266,0.064532266,0.07281666,0.06937801,0.064532266,0.064532266,0.064532266,0.064532266,0.064532266,0.066477163,0.094283798
"105",71485,"Milan, Italy",557,45.46833,9.173051,"Europe",0.054152876,0.054152876,0.054152876,0.072848432,0.055228412,0.054152876,0.054152876,0.054220577,0.054671162,0.054209483,0.060358081,0.093756172
"106",72198,"Milwaukee, Wisconsin, United States of America",557,43.06527,-87.95989,"North America",0.057005771,0.074212103,0.052484307,0.052173782,0.060857078,0.072469332,0.05175624,0.052276643,0.052120274,0.05175624,0.072479059,0.115185353
"107",72601,"Manokwari, Indonesia",557,-0.861885,134.079,"Asia",0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
"108",72911,"Morelia (and vicinity), Michoacan, Mexico",464,19.702885,-101.193266,"South America",0.062910847,0.067549181,0.062910847,0.062910847,0.071374317,0.062910847,0.062910847,0.062910847,0.063184071,0.062910847,0.067549181,0.078299756
"109",73035,"Monroe (and vicinity), Louisiana, United States of America",464,32.502362,-92.08289,"North America",0.061737847,0.062413646,0.061737847,0.089772739,0.089788947,0.061737847,0.061737847,0.061737847,0.061737847,0.061737847,0.061737847,0.101211904
"110",75298,"Missoula, Montana, United States of America",557,46.92574,-114.003,"North America",0.056439253,0.056442634,0.063737979,0.057420161,0.063737979,0.056439253,0.056439253,0.057667252,0.101787576,0.059726158,0.056439253,0.077462897
"111",76104,"Maun, Botswana",557,-19.98787,23.42274,"Africa",0.065198172,0.065198172,0.065198172,0.065198172,0.065198172,0.065198172,0.065198172,0.065198172,0.065198172,0.065198172,0.065198172,0.105517909
"112",76135,"Munich, Germany",557,48.15316,11.54726,"Europe",0.054625597,0.061445276,0.054872963,0.08174738,0.059943957,0.063793276,0.054625597,0.054625597,0.064164324,0.054625597,0.054737224,0.098879677
"113",77344,"Myrtle Beach, South Carolina, United States of America",557,33.72546,-78.89613,"North America",0.052335975,0.052091453,0.050766423,0.05109931,0.097904066,0.050766424,0.050766423,0.05185882,0.050766423,0.050766423,0.060115282,0.09053495
"114",77995,"Nagpur, India",557,21.1245,79.0875,"Asia",0.065781367,0.065781367,0.065781367,0.065781367,0.066921098,0.065781367,0.065781367,0.065781367,0.065781367,0.065781367,0.065781367,0.068060829
"115",78150,"Naples, Italy",557,40.85086,14.23781,"Europe",0.059871996,0.059871996,0.059871996,0.060299416,0.060513507,0.059871996,0.059871996,0.060772932,0.060000298,0.059871996,0.059871996,0.067218104
"116",79669,"Nanjing (prefecture), China",464,32.043892,118.778867,"Asia",0.064461561,0.064461561,0.064461561,0.064461561,0.066705374,0.064461561,0.064461561,0.064461561,0.064461561,0.064461561,0.064461561,0.082771398
"117",79855,"Nuevo Laredo, Tamaulipas, Mexico",557,27.44953,-99.54123,"South America",0.067343477,0.062637782,0.062637782,0.062637782,0.06343358,0.062637782,0.062637782,0.062637782,0.062637782,0.062637782,0.062637782,0.071467445
"118",79917,"Norfolk Island (all)",464,-29.041054,167.959123,"Australia",0.064016876,0.064016876,0.064016876,0.064016876,0.073625154,0.064016876,0.064016876,0.064016876,0.064016876,0.064016876,0.064016876,0.066973269
"119",80196,"Nan, Thailand",557,18.79328,100.7743,"Asia",0.065368705,0.065368705,0.065368705,0.065368705,0.068308152,0.065368705,0.065368705,0.065368705,0.065368705,0.065368705,0.065368705,0.065368705
"120",80258,"Nosara, Costa Rica",557,9.960187,-85.67142,"South America",0.062688085,0.062688085,0.062688085,0.062688085,0.062688085,0.062688085,0.062688085,0.062688085,0.062688085,0.062688085,0.062688085,0.078617679
"121",80475,"Novokuznetsk, Russia",557,53.79415,87.18195,"Europe",0.0669371,0.0669371,0.0669371,0.0669371,0.0669371,0.075423938,0.0669371,0.0669371,0.0669371,0.0669371,0.0669371,0.0669371
"122",80785,"Nakhon Si Thammarat, Thailand",557,8.449618,99.93372,"Asia",0.06562902,0.06562902,0.06562902,0.06562902,0.06562902,0.06562902,0.06562902,0.06562902,0.06562902,0.06562902,0.06562902,0.06562902
"123",81560,"Nyaung-U, Myanmar",557,21.19927,94.91461,"Asia",0.064679018,0.064679018,0.064679018,0.064679018,0.066088858,0.064679018,0.064679018,0.064679018,0.064679018,0.064679018,0.064679018,0.064679018
"124",81684,"Oaxaca, Oaxaca, Mexico",557,17.06267,-96.71957,"South America",0.0603483,0.0603483,0.0603483,0.0603483,0.062010921,0.0603483,0.0603483,0.0603483,0.0603483,0.0603483,0.0603483,0.063237042
